Particle #,Steps,Kill Event,Charge,Starting Global x-Position (mm),Starting Global y-Position (mm),Starting Global z-Position (mm),Ending Calorimeter x-Position (mm),Ending Calorimeter y-Position (mm),Starting Momentum (GeV/c),Ending Momentum (GeV/c),Delta Momentum (GeV/c),Steps Inside Short Quad,Distance Inside Short Quad (cm),Total # of Photons Released,# of Detectable Photons Released,Steps Inside Long Quad,Distance Inside Long Quad (cm),Total # of Photons Released,# of Detectable Photons Released,Steps Inside Standoff Plate,Distance Inside Standoff Plate (cm),Total # of Photons Released,# of Detectable Photons Released,Steps Inside HV Standoff,Distance Inside HV Standoff (cm),Total # of Photons Released,# of Detectable Photons Released,Steps Inside HV Standoff Screws,Distance Inside HV Standoff Screws (cm),Total # of Photons Released,# of Detectable Photons Released,dt,Pair Produced,Kill Timestamp,x Calorimeter Angle,y Calorimeter Angle,Total Calorimeter Angle
0,9590,Calorimeter Contact,1.0,4405.794,-5584.120,7.228,-0.0412207457103,0.00656217178589,2.6584305,2.0344508,-0.6239798,0.0,0.0,0,0,34.0,1.01929432661,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,9.590000e-09,1.65259953148,1.57053585867,1.43932440246
0,6683,Calorimeter Top Contact,1.0,6141.093,-3611.204,-1.628,0.0,0.0,2.3839618,2.3839882,0.0000264,23.0,0.68952263756,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,6.683000e-09,0,0,0
0,4544,Calorimeter Top Contact,1.0,-4330.225,5637.970,-5.233,0.0,0.0,2.0198763,1.7844507,-0.2354256,0.0,0.0,0,0,20.0,0.599584893035,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,4.544000e-09,0,0,0
0,8520,Calorimeter Contact,1.0,-709.353,7073.619,9.042,0.0880323666399,0.00549817209791,2.0361548,2.0361548,-0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,8.520000e-09,1.72213841401,1.56941007382,1.36969503869
0,9109,Calorimeter Contact,1.0,-2681.500,6626.200,4.627,0.0953274681723,0.00181180174538,1.9486776,1.9486901,0.0000125,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,9.109000e-09,1.75260841548,1.56975306606,1.33918880171
0,8193,Calorimeter Contact,1.0,5429.510,-4601.241,-3.359,-0.0113129560598,-0.00609427047514,2.4066331,0.6227777,-1.7838554,0.0,0.0,0,0,25.0,0.749481099858,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,8.193000e-09,1.91122632799,1.56971256608,1.18036298907
0,7830,Calorimeter Contact,1.0,3113.897,6385.871,23.658,0.0793332324492,0.0255296306376,1.8253507,1.8253507,0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,7.830000e-09,1.74828577411,1.57159267519,1.34351782065
0,6330,Calorimeter Top Contact,1.0,1684.917,-6913.452,-29.852,0.0,0.0,2.1513988,2.1513990,0.0000001,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,6.330000e-09,0,0,0
0,5520,Calorimeter Top Contact,1.0,-4083.362,-5830.991,-20.109,0.0,0.0,2.1221639,2.1221902,0.0000263,20.0,0.599584898618,0,0,0.0,0.0,0,0,8.0,0.239833959447,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,5.520000e-09,0,0,0
0,5204,Calorimeter Contact,1.0,1550.501,-6942.497,1.999,-0.0879109835132,0.00100884825019,1.9160680,1.9160679,-0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,5.204000e-09,1.65763916965,1.57016173256,1.43427771725
0,9582,Calorimeter Contact,1.0,-6631.762,2661.702,3.433,-0.0458469063443,0.00628969578788,2.2320502,2.1409894,-0.0910609,17.0,0.509647164971,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,9.582000e-09,1.66815297958,1.57178169717,1.42374946748
0,5109,Calorimeter Contact,1.0,-6304.181,-3265.170,13.392,-0.0878474779144,0.0142656900639,1.9360376,1.9360623,0.0000247,0.0,0.0,0,0,21.0,0.629564139871,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,5.109000e-09,1.64676339993,1.57131948814,1.44516725712
0,7596,Calorimeter Contact,1.0,4723.486,5324.150,17.234,-0.0747979717083,0.0170330809712,2.4811653,2.4811722,0.0000069,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,7.596000e-09,1.61470819922,1.57067778895,1.47726247853
0,4615,Calorimeter Top Contact,1.0,5551.221,4380.450,-3.791,0.0,0.0,2.4343603,2.4343685,0.0000081,0.0,0.0,0,0,62.0,1.85871319865,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,4.615000e-09,0,0,0
0,5600,Calorimeter Contact,1.0,3398.932,-6243.427,27.534,-0.0973729090909,0.0265750221749,2.1416249,2.1416516,0.0000267,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,5.600000e-09,1.62917468996,1.570116139,1.46277762108
0,10011,Calorimeter Top Contact,1.0,-826.380,-7100.052,-9.272,0.0,0.0,2.6872157,2.6872157,-0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,1.001100e-08,0,0,0
0,5993,Calorimeter Top Contact,1.0,7009.365,1371.520,26.019,0.0,0.0,1.8790245,1.8790245,-0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,5.993000e-09,0,0,0
0,5563,Calorimeter Contact,1.0,3729.572,6072.760,-0.412,-0.0436882860065,0.00514105099133,1.9431255,1.7945525,-0.1485730,15.0,0.449688670914,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,5.563000e-09,1.69996377713,1.5741204224,1.39187501511
1,1062,Inner Limit Reached,1.0,4720.160,5213.233,3.968,0.0,0.0,0.0742965,0.0742965,0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,14.0,0.419699514445,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,1.0,5.448000e-09,0,0,0
2,1316,Into the Iron,-1.0,4720.160,5213.233,3.968,0.0,0.0,0.0742965,0.0742965,0.0000001,3.0,0.0899356102383,0,0,0.0,0.0,0,0,109.0,3.26766050532,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,1.0,5.702000e-09,0,0,0
0,8837,Inner Limit Reached,1.0,2794.979,6539.199,20.479,0.0,0.0,1.8795889,1.8795889,-0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,8.837000e-09,0,0,0
0,6804,Calorimeter Contact,1.0,3384.619,6236.183,12.905,-0.0470182729276,0.0117740314903,1.9868486,1.9868590,0.0000104,22.0,0.659543385787,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,6.804000e-09,1.66448248439,1.57023085324,1.42742615073
0,6225,Calorimeter Contact,1.0,-6150.080,-3561.654,-16.906,-0.0961638144693,-0.0183484186694,2.1252240,2.1252498,0.0000258,0.0,0.0,0,0,21.0,0.629564143602,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,6.225000e-09,1.63059897131,1.57010889647,1.46135151209
0,7960,Calorimeter Contact,1.0,-4643.199,-5397.561,-22.114,-0.0526512836355,-0.0190432493163,2.3101871,2.3101945,0.0000073,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,7.960000e-09,1.63988271864,1.57213046567,1.45205338696
0,4542,Calorimeter Top Contact,1.0,5803.733,-4130.423,8.601,0.0,0.0,1.8350067,1.4875923,-0.3474144,15.0,0.449688662288,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,4.542000e-09,0,0,0
0,5839,Calorimeter Contact,1.0,-6894.425,-1737.496,-10.729,-0.104842749038,-0.0110551963651,2.2625912,2.2625918,0.0000005,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,5.839000e-09,1.61597681471,1.57061407334,1.47599232288
0,8112,Calorimeter Contact,1.0,3042.605,6433.212,-8.709,0.0715476361985,-0.00534130413037,1.9472085,1.9472085,0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,8.112000e-09,1.73186669056,1.57218000706,1.35995470965
0,6952,Calorimeter Contact,1.0,-1618.232,-6924.132,-12.298,0.0264660994718,-0.0115279380991,1.8133731,1.8133731,-0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,6.952000e-09,1.72940723591,1.57116548527,1.36242114522
0,6222,Calorimeter Contact,1.0,-1849.677,6880.885,-9.489,-0.0831361435016,-0.0106148857265,2.1003040,2.1003021,-0.0000018,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,6.222000e-09,1.64963352969,1.57019887777,1.44229337842
0,13859,Calorimeter Contact,1.0,-5919.774,-3937.852,-27.776,-0.0927692190244,-0.0227549277841,2.8670497,2.8670767,0.0000270,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,1.385900e-08,1.56649309228,1.57218323084,1.61344673719
0,5123,Calorimeter Contact,1.0,-3276.049,6329.689,3.542,-0.0885303298483,0.00259822061839,1.7985701,1.7585001,-0.0400700,0.0,0.0,0,0,14.0,0.419709423982,1,0,0.0,0.0,0,0,17.0,0.509647157082,0,0,0.0,0.0,0,0,1.000000e-12,0.0,5.123000e-09,1.67991488392,1.57016693078,1.41197447888
0,5484,Calorimeter Top Contact,1.0,-6292.955,-3360.229,7.613,0.0,0.0,1.9837846,1.9838060,0.0000215,0.0,0.0,0,0,15.0,0.449688672082,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,5.484000e-09,0,0,0
0,13245,Calorimeter Contact,1.0,-5214.918,4822.470,-11.026,-0.0314439554683,-0.00418410896466,2.7228743,2.7228962,0.0000219,0.0,0.0,0,0,42.0,1.25912830143,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,1.324500e-08,1.59507529213,1.57254512158,1.49698478735
0,13116,Calorimeter Contact,1.0,1610.037,6925.343,7.086,-0.00858065937276,0.0125964163446,2.6238877,2.6238877,-0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,1.311600e-08,1.61447462509,1.57219772461,1.47749937193
0,8988,Calorimeter Contact,1.0,5596.560,-4400.454,0.579,-0.00630823780955,-0.00102191978059,2.2954912,2.2955170,0.0000257,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,8.988000e-09,1.65818505288,1.5702021339,1.43373128228
0,5664,Calorimeter Contact,1.0,1984.785,6808.949,5.536,-0.0354798271241,0.00845623619141,1.8571959,1.8571959,-0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,5.664000e-09,1.68204995172,1.5725154992,1.40983033545
0,7182,Calorimeter Top Contact,1.0,-6182.428,3519.103,-15.353,0.0,0.0,2.4890200,2.4890450,0.0000250,28.0,0.83941886471,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,7.182000e-09,0,0,0
0,6157,Calorimeter Contact,1.0,3544.235,-6158.993,-21.049,-0.107869879353,-0.0199213667838,2.3055280,2.3055545,0.0000265,0.0,0.0,0,0,25.0,0.749481126591,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,6.157000e-09,1.60879463231,1.57150260122,1.48318528325
0,8671,Calorimeter Contact,1.0,-2866.028,-6471.670,-1.353,-0.0218734712322,0.00133659820142,2.3581812,1.9844105,-0.3737707,0.0,0.0,0,0,0.0,0.0,0,0,91.0,2.72811128953,1,1,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,8.671000e-09,1.65663465151,1.57183089408,1.43528182774
0,10474,Calorimeter Contact,1.0,580.178,7103.667,1.469,-0.106921028484,-1.8040296646e-05,2.6210913,2.6210913,0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,1.047400e-08,1.593093313,1.57032285308,1.49890998594
0,4467,Calorimeter Top Contact,1.0,-2705.153,6573.824,-18.307,0.0,0.0,1.8794064,1.8794328,0.0000264,0.0,0.0,0,0,18.0,0.539626404454,0,0,49.0,1.4689829899,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,4.467000e-09,0,0,0
0,6404,Calorimeter Contact,1.0,-6875.798,1775.022,2.567,-0.104215567635,0.000857129090479,2.3034152,2.3034152,0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,6.404000e-09,1.60826629669,1.56990557867,1.48371569172
0,4950,Calorimeter Top Contact,1.0,-5470.273,-4552.954,10.047,0.0,0.0,1.8272895,1.8273158,0.0000263,0.0,0.0,0,0,16.0,0.479667914045,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,4.950000e-09,0,0,0
0,9346,Calorimeter Contact,1.0,7074.451,-914.400,5.349,-0.0522406442503,0.0112079260284,2.4202740,2.4202740,-0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,9.346000e-09,1.63333277781,1.57288717606,1.4586077706
0,11521,Calorimeter Contact,1.0,-4841.509,5192.612,-3.918,-0.0827205048121,-0.00543231158645,2.7879232,2.7879464,0.0000232,0.0,0.0,0,0,49.0,1.46898301952,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,1.152100e-08,1.57478618295,1.57037663859,1.51748357302
0,5541,Calorimeter Contact,1.0,1647.306,-6918.463,-8.464,-0.101333067687,-0.0101466196697,1.8465017,1.8465017,0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,3.0,0.0899377339561,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,5.541000e-09,1.65591819103,1.56978590661,1.43599930186
0,8475,Calorimeter Contact,1.0,5499.452,-4522.091,-6.560,0.108386889778,0.00182306621409,1.9260701,1.9260962,0.0000262,16.0,0.479667915919,0,0,0.0,0.0,0,0,0.0,0.0,0,0,17.0,0.509647160664,0,0,0.0,0.0,0,0,1.000000e-12,0.0,8.475000e-09,1.75052065719,1.57410120125,1.34125889646
0,9541,Calorimeter Contact,1.0,2649.883,6604.686,-15.279,0.0830443307993,-0.010422336799,1.9411102,1.9411102,0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,48.0,1.43900374854,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,9.541000e-09,1.73783293566,1.57249252947,1.35397897427
0,7527,Calorimeter Contact,1.0,-6984.055,1463.148,-16.921,-0.0734175248195,-0.020157493478,2.0516418,2.0516418,-0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,7.527000e-09,1.66578069524,1.56936235637,1.42612193879
0,7015,Calorimeter Contact,1.0,2076.143,-6773.936,-12.078,-0.095219083322,-0.00955619093309,2.3768703,2.3768731,0.0000028,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,7.015000e-09,1.59916815421,1.572008535,1.49284090883
0,9982,Calorimeter Contact,1.0,4498.448,-5508.691,19.973,-0.0523752114303,0.0212256161394,2.5301819,2.5302080,0.0000262,0.0,0.0,0,0,30.0,0.899377355658,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,9.982000e-09,1.61405778923,1.57112812909,1.47791385263
0,10450,Calorimeter Contact,1.0,4608.335,-5446.819,5.034,0.0949867156639,0.00256746515625,2.3551380,1.3902359,-0.9649021,0.0,0.0,0,0,21.0,0.629564142088,1,1,0.0,0.0,0,0,9.0,0.269813194655,1,0,0.0,0.0,0,0,1.000000e-12,0.0,1.045000e-08,1.81849249901,1.56999258308,1.27322135475
0,7716,Calorimeter Top Contact,1.0,-1413.728,-6960.183,5.238,0.0,0.0,2.5468802,2.5468802,-0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,7.716000e-09,0,0,0
0,11434,Calorimeter Contact,1.0,-2108.512,-6799.623,-8.692,-0.0253239296229,-0.0057606580976,2.5508331,2.5508331,-0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,1.143400e-08,1.62177004429,1.57165135643,1.47019176058
0,5118,Calorimeter Contact,1.0,-1525.247,6944.872,8.204,-0.104911123228,0.00919415062373,2.0388827,1.7023045,-0.3365782,0.0,0.0,0,0,0.0,0.0,0,0,53.0,1.58889996727,1,1,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,5.118000e-09,1.63794822603,1.5714408273,1.45399309152
0,8856,Calorimeter Contact,1.0,2605.846,-6605.756,8.666,-0.0145600452775,0.00950331131818,2.2636038,2.2636272,0.0000234,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,8.856000e-09,1.65176706256,1.5710853833,1.4401578601
0,6893,Calorimeter Contact,1.0,1625.558,6899.803,-23.426,-0.108082952719,-0.0245678885886,2.5962383,2.5962383,0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,6.893000e-09,1.57861243103,1.5702437537,1.51350645975
0,8122,Calorimeter Contact,1.0,-2397.153,6708.087,1.163,0.0858414396791,0.00609703096328,1.8155595,1.8155788,0.0000193,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,8.122000e-09,1.76088166214,1.57281236812,1.33089918649
0,8922,Calorimeter Contact,1.0,7087.626,818.845,19.288,-0.0754694869071,0.0150270284951,2.4650365,2.4650365,0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,8.922000e-09,1.62136886464,1.56920337063,1.47059314176
0,8713,Calorimeter Contact,1.0,-765.051,7076.236,-14.728,0.064349798628,-0.0106233355982,2.0768331,2.0768331,0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,15.0,0.449688673388,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,8.713000e-09,1.71067691991,1.57236677702,1.38116942903
0,8633,Calorimeter Contact,1.0,-5717.454,-4164.291,-0.822,-0.0221910617672,0.00194733986892,2.4427453,2.4427558,0.0000106,0.0,0.0,0,0,57.0,1.70881697321,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,8.633000e-09,1.61902806636,1.57186647988,1.47293763438
0,16025,Calorimeter Contact,1.0,6632.546,-2568.142,-4.786,0.0554626692132,-0.00250036489659,2.8119909,1.6239801,-1.1880108,43.0,1.28910751746,2,2,0.0,0.0,0,0,0.0,0.0,0,0,14.0,0.419709420422,0,0,0.0,0.0,0,0,1.000000e-12,0.0,1.602500e-08,1.74901727949,1.57129177459,1.34278620003
0,4856,Calorimeter Top Contact,1.0,-3154.066,6371.137,-3.953,0.0,0.0,2.0024532,2.0024796,0.0000265,0.0,0.0,0,0,19.0,0.569605651654,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,4.856000e-09,0,0,0
0,11561,Calorimeter Contact,1.0,-241.889,-7126.420,-23.071,-0.0265724893762,-0.0233284649932,2.5717594,2.5717594,0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,1.156100e-08,1.62246886233,1.57072204548,1.46949227356
0,7055,Calorimeter Contact,1.0,-256.007,7121.713,9.514,-0.0662376873691,0.00649366356783,2.0680900,2.0680900,-0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,7.055000e-09,1.6619550236,1.56936842606,1.42995240997
0,6941,Calorimeter Contact,1.0,2058.726,-6797.440,0.075,0.0522741052666,-0.00105669580273,1.8392776,1.8392975,0.0000200,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,6.941000e-09,1.73403877668,1.57025317649,1.35778344615
0,8168,Calorimeter Contact,1.0,-1255.553,-6996.202,-13.197,0.0300066880131,-0.0129991685094,1.9782833,1.9782833,-0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,8.168000e-09,1.70709188168,1.57087707128,1.384764698
0,9881,Calorimeter Contact,1.0,-743.945,-7086.363,2.274,0.0439227162834,-0.00129711466764,2.2535521,2.2535521,-0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,9.881000e-09,1.68183357638,1.56959123856,1.41005075678
0,11166,Calorimeter Contact,1.0,2179.911,6771.212,0.002,0.0566466174862,-0.00364372179914,2.2602900,2.2602900,-0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,1.116600e-08,1.68094679547,1.56970745698,1.41093930269
0,8122,Calorimeter Contact,1.0,-4050.078,5861.683,10.690,0.0282845355282,0.00608214768478,1.8507029,1.8507282,0.0000253,0.0,0.0,0,0,15.0,0.449688669859,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,8.122000e-09,1.73246190887,1.56886660647,1.35935479622
0,7929,Calorimeter Contact,1.0,-6709.669,-2341.274,-16.857,0.0286404621256,-0.0166571103539,1.9165667,1.9165822,0.0000156,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,7.929000e-09,1.71436187476,1.5709201116,1.37748561139
0,7352,Calorimeter Contact,1.0,3247.004,6323.187,-3.193,0.0393766189,-0.00689713808137,1.8018913,1.8018913,-0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,7.352000e-09,1.73590154861,1.56911735961,1.35591287865
0,8489,Calorimeter Contact,1.0,7017.235,-1159.576,-13.620,0.0523450638768,-0.016269514706,2.0157993,2.0157993,0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,8.489000e-09,1.71259754074,1.56975589557,1.37924966501
0,7525,Calorimeter Contact,1.0,-5963.584,-3901.667,12.199,0.00109480639244,0.00978412652852,2.3010527,1.4494407,-0.8516120,0.0,0.0,0,0,21.0,0.629564138239,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,7.525000e-09,1.75108541939,1.56968744659,1.34071342245
0,6415,Calorimeter Contact,1.0,-1904.830,6818.170,-2.702,-0.0523914134455,-0.00182405345174,2.1363827,2.1363889,0.0000062,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,6.415000e-09,1.63750231127,1.57125476233,1.45443995979
0,5468,Calorimeter Top Contact,1.0,-3158.343,6367.908,21.220,0.0,0.0,2.1952530,2.1952781,0.0000251,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,5.468000e-09,0,0,0
0,10792,Calorimeter Contact,1.0,6740.130,-2287.850,6.889,0.0452046200199,0.00853821678923,2.3243572,2.3243572,0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,1.079200e-08,1.66989678789,1.571305892,1.42200530851
0,6368,Calorimeter Contact,1.0,5062.199,-4986.399,-6.274,-0.0853751225482,-0.00468352769145,2.1403625,2.1403787,0.0000162,0.0,0.0,0,0,23.0,0.689522633749,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,6.368000e-09,1.63426103785,1.57164294847,1.45768438582
0,6425,Calorimeter Contact,1.0,4978.374,5077.788,-22.248,-0.0941442910199,-0.0231271832935,2.2589817,2.2589991,0.0000174,0.0,0.0,0,0,23.0,0.689522635759,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,6.425000e-09,1.62236726823,1.5703996566,1.46959393682
0,9526,Calorimeter Contact,1.0,2633.047,6579.324,4.866,0.0430473070714,0.00329605412442,2.0872930,2.0872930,-0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,9.526000e-09,1.69020706558,1.57024677151,1.40166978758
0,5194,Calorimeter Top Contact,1.0,-6973.191,-1399.368,-4.644,0.0,0.0,2.0562056,2.0562056,-0.0000000,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.000000e-12,0.0,5.194000e-09,0,0,0
